Prefix Trie Stemming:
footstep = f+ootstep
circular = c+ircular
documentation = do+cumentation
philanthropist = p+hilanthropist
militia = m+ilitia
drafting = d+rafting
precocity = p+recocity
pamphlets = pa+mphlets
acumen = a+cumen
individualists = in+dividualists
phrasemaking = p+hrasemaking
controversialists = co+ntroversialists
vitriol = vi+triol
pens = p+ens
mentor = m+entor
legality = le+gality
legislatures = le+gislatures
moderation = m+oderation
refugee = re+fugee
fruition = f+ruition
nationalists = na+tionalists
rechartering = re+chartering
nullifiers = nu+llifiers
interposition = in+terposition
testament = t+estament
serpent = s+erpent
wiles = wi+les
urbanization = u+rbanization
sowbelly = s+owbelly
cornbread = co+rnbread
juleps = ju+leps
phantom = p+hantom
accolades = a+ccolades
renaissance = re+naissance
15% = 1+5%
47.1% = 4+7.1%
avalanche = a+valanche
localisms = lo+calisms
fore = f+ore
urbanism = u+rbanism
testings = t+estings
speechlessness = s+peechlessness
subservience = s+ubservience
agrarian = a+grarian
yassuhs = y+assuhs
nufs = nu+fs
deference = de+ference
massuh = ma+ssuh
wavers = wa+vers
disappearance = dis+appearance
overexploitation = o+verexploitation
romanticizing = ro+manticizing
northerner = no+rtherner
razorback = ra+zorback
hogs = ho+gs
effluvium = e+ffluvium
subhumanity = s+ubhumanity
assailants = a+ssailants
recalling = re+calling
glimmer = g+limmer
choreographer = c+horeographer
creators = c+reators
cyclorama = c+yclorama
masks = ma+sks
hoops = ho+ops
parasol = pa+rasol
finial = f+inial
accouterments = a+ccouterments
choreographers = c+horeographers
syntax = s+yntax
metre = m+etre
surrealism = s+urrealism
subconscious = s+ubconscious
contradictions = co+ntradictions
energies = e+nergies
brushwork = b+rushwork
urgencies = u+rgencies
ambiguities = a+mbiguities
rotations = ro+tations
intensities = in+tensities
tossing = to+ssing
oracles = o+racles
depiction = de+piction
lyricism = l+yricism
jumps = ju+mps
outpouring = o+utpouring
kaleidescope = k+aleidescope
metamorphosis = m+etamorphosis
freshness = f+reshness
pirouette = pi+rouette
variables = va+riables
segments = s+egments
transitions = tra+nsitions
calibre = ca+libre
compact = co+mpact
upholders = u+pholders
timeliness = t+imeliness
pretence = p+retence
alloy = a+lloy
dictionaries = di+ctionaries
hostilities = ho+stilities
drafters = d+rafters
tranquility = tra+nquility
defence = de+fence
preambles = p+reambles
forerunner = f+orerunner
disunion = dis+union
confederations = co+nfederations
organisms = o+rganisms
applicability = a+pplicability
standstill = s+tandstill
cooperatives = co+operatives
communes = co+mmunes
harbors = ha+rbors
breakwaters = b+reakwaters
remembrances = re+membrances
comets = co+mets
solstice = s+olstice
periodicity = p+eriodicity
planetoid = p+lanetoid
meteor = m+eteor
stubbornness = s+tubbornness
drunks = d+runks
carrying = ca+rrying
toto = to+to
voodoo = vo+odoo
compulsions = co+mpulsions
exhortations = e+xhortations
domains = do+mains
imminence = i+mminence
hallucinations = ha+llucinations
reviewers = re+viewers
concentrate = co+ncentrate
nihilism = n+ihilism
humility = hu+mility
genesis = g+enesis
inflections = in+flections
tweed = t+weed
shirt = s+hirt
flattery = f+lattery
tidings = t+idings
inscrutability = in+scrutability
orphans = o+rphans
disarray = dis+array
ethic = e+thic
systematization = s+ystematization
overestimation = o+verestimation
hipster = hi+pster
libido = li+bido
godhead = g+odhead
orgone = o+rgone
marijuana = ma+rijuana
mystique = m+ystique
beatniks = b+eatniks
domesticity = do+mesticity
flappers = f+lappers
mana = ma+na
knights = k+nights
dialectic = di+alectic
glorification = g+lorification
metaphors = m+etaphors
wholeness = w+holeness
psychoanalysis = p+sychoanalysis
mysticism = m+ysticism
prophets = p+rophets
nothingness = no+thingness
apocalypse = a+pocalypse
barbarians = b+arbarians
metaphysics = m+etaphysics
alienation = a+lienation
promptings = p+romptings
unconscious = un+conscious
mentality = m+entality
delinquent = de+linquent
fetish = f+etish
negation = ne+gation
monogamy = m+onogamy
abortions = a+bortions
wedlock = w+edlock
bourgeois = b+ourgeois
pyschiatrist = p+yschiatrist
craving = c+raving
orgies = o+rgies
borderline = b+orderline
initiates = in+itiates
junkies = ju+nkies
homosexuals = ho+mosexuals
lesbians = le+sbians
despairing = de+spairing
derelicts = de+relicts
outcasts = o+utcasts
hirelings = hi+relings
obsessions = o+bsessions
radicalism = ra+dicalism
smalltime = s+malltime
deviants = de+viants
orgasms = o+rgasms
derangement = de+rangement
genre = g+enre
hollyhocks = ho+llyhocks
lilacs = li+lacs
creeper = c+reeper
honeysuckle = ho+neysuckle
steeples = s+teeples
pinnacle = pi+nnacle
squeak = s+queak
clang = c+lang
bough = b+ough
quietness = qui+etness
greenness = g+reenness
grandfathers = gra+ndfathers
syringa = s+yringa
snowball = s+nowball
gingham = g+ingham
clothesline = c+lothesline
flutter = f+lutter
garments = ga+rments
smallness = s+mallness
chrysanthemums = c+hrysanthemums
scent = s+cent
bees = b+ees
verbenas = ver+benas
tubs = t+ubs
pots = po+ts
heliotrope = he+liotrope
woodshed = w+oodshed
plantain = p+lantain
lilies = li+lies
tending = t+ending
commandment = co+mmandment
peonies = p+eonies
poppies = po+ppies
bud = b+ud
myrtle = m+yrtle
violets = vi+olets
snowballs = s+nowballs
hollyhock = ho+llyhock
larkspur = la+rkspur
minutiae = m+inutiae
snapdragons = s+napdragons
balsams = b+alsams
columbines = co+lumbines
vine = vi+ne
caterpillars = ca+terpillars
snails = s+nails
flags = f+lags
slit = s+lit
claws = c+laws
faery = f+aery
pebbles = p+ebbles
exteriors = e+xteriors
unselfconsciousness = un+selfconsciousness
spire = s+pire
heed = he+ed
solitudes = s+olitudes
misinterpretation = m+isinterpretation
hinges = hi+nges
chins = c+hins
gutter = g+utter
hub = hu+b
huckster = hu+ckster
forearms = f+orearms
drone = d+rone
curb = c+urb
hoofmarks = ho+ofmarks
backyard = b+ackyard
barns = b+arns
thud = t+hud
hooves = ho+oves
thwack = t+hwack
cowhide = co+whide
cunning = c+unning
epithets = e+pithets
poseurs = po+seurs
want = wa+nt
epiphany = e+piphany
humiliation = hu+miliation
transvestitism = tra+nsvestitism
coquette = co+quette
artifice = a+rtifice
hackwork = ha+ckwork
refrain = re+frain
modulation = m+odulation
abjection = a+bjection
infidelity = in+fidelity
constatation = co+nstatation
whore = w+hore
bringing = b+ringing
resonances = re+sonances
sufferings = s+ufferings
transgression = tra+nsgression
disguise = dis+guise
singularity = s+ingularity
catastrophes = ca+tastrophes
cyclist = c+yclist
churchyard = c+hurchyard
highroad = hi+ghroad
footpath = f+ootpath
widower = wi+dower
physiognomy = p+hysiognomy
cadaver = ca+daver
psychopomp = p+sychopomp
sinfulness = s+infulness
wretchedness = w+retchedness
doom = do+om
cur = c+ur
puppy = p+uppy
religiousness = re+ligiousness
wrestlings = w+restlings
expressiveness = e+xpressiveness
vanities = va+nities
namesake = na+mesake
powerfulness = po+werfulness
unreason = un+reason
formalism = f+ormalism
imitations = i+mitations
humanism = hu+manism
rationalism = ra+tionalism
solipsism = s+olipsism
mimesis = m+imesis
intellect = in+tellect
overtones = o+vertones
abstraction = a+bstraction
designations = de+signations
relatedness = re+latedness
interrelations = in+terrelations
literalism = li+teralism
picturing = pi+cturing
vividness = vi+vidness
incitement = in+citement
immediacy = i+mmediacy
presuppositions = p+resuppositions
empiricism = e+mpiricism
ill = i+ll
constellations = co+nstellations
defender = de+fender
unities = un+ities
epistemology = e+pistemology
presupposition = p+resupposition
interconnectedness = in+terconnectedness
scepticism = s+cepticism
derivation = de+rivation
melioration = m+elioration
statisticians = s+tatisticians
instancy = in+stancy
bell = b+ell
aloofness = a+loofness
insouciance = in+souciance
fugitives = f+ugitives
prep = p+rep
redemption = re+demption
toil = to+il
manipulations = ma+nipulations
taint = ta+int
idealist = i+dealist
doctrinaire = do+ctrinaire
ransom = ra+nsom
brim = b+rim
abstractionism = a+bstractionism
unrealism = un+realism
enslaving = e+nslaving
complaisance = co+mplaisance
censures = c+ensures
schoolmaster = s+choolmaster
galaxy = ga+laxy
surmises = s+urmises
selves = s+elves
bazaars = b+azaars
indolence = in+dolence
hedonism = he+donism
revelations = re+velations
individualism = in+dividualism
epic = e+pic
acquiescence = a+cquiescence
contemporary = co+ntemporary
mediocrity = m+ediocrity
provincialism = p+rovincialism
fervor = f+ervor
authors = a+uthors
losers = lo+sers
adversity = a+dversity
fortitude = f+ortitude
cheerfulness = c+heerfulness
rallying = ra+llying
petulance = p+etulance
inertia = in+ertia
madman = ma+dman
procession = p+rocession
warriors = wa+rriors
vault = va+ult
tombs = to+mbs
convent = co+nvent
conqueror = co+nqueror
individualist = in+dividualist
anarchist = a+narchist
entrepreneur = e+ntrepreneur
1890s = 1+890s
deepening = de+epening
advent = a+dvent
cocaine = co+caine
stimulants = s+timulants
trances = tra+nces
vioiln = vi+oiln
egotist = e+gotist
misogynist = m+isogynist
egotism = e+gotism
relentlessness = re+lentlessness
whodunnit = w+hodunnit
insinuation = in+sinuation
descendents = de+scendents
'20s = '+20s
'30s = '+30s
eccentric = e+ccentric
outcast = o+utcast
thrillers = t+hrillers
adventurers = a+dventurers
falcon = f+alcon
fake = f+ake
accusation = a+ccusation
opposite = o+pposite
defiance = de+fiance
executioner = e+xecutioner
monitoring = m+onitoring
exclamation = e+xclamation
timepiece = t+imepiece
endeavors = e+ndeavors
broadcasting = b+roadcasting
exclamations = e+xclamations
intonations = in+tonations
completeness = co+mpleteness
oneness = o+neness
cluster = c+luster
configuration = co+nfiguration
dweller = d+weller
distresses = dis+tresses
waterfall = wa+terfall
theorists = t+heorists
projectiles = p+rojectiles
maneuver = ma+neuver
connective = co+nnective
coaching = co+aching
indoctrinating = in+doctrinating
avail = a+vail
transmitting = tra+nsmitting
bottlenecks = b+ottlenecks
geochemistry = g+eochemistry
generalists = g+eneralists
mineralogy = m+ineralogy
crystallography = c+rystallography
diffraction = di+ffraction
montmorillonites = m+ontmorillonites
generalist = g+eneralist
incipience = in+cipience
millenarianism = m+illenarianism
naturalism = na+turalism
utopianism = u+topianism
charisma = c+harisma
industrialism = in+dustrialism
dislocations = dis+locations
exemplar = e+xemplar
utopians = u+topians
assiduity = a+ssiduity
rendezvous = re+ndezvous
gyrations = g+yrations
preferment = p+referment
columnists = co+lumnists
evangelist = e+vangelist
forefathers = f+orefathers
incantation = in+cantation
shibboleth = s+hibboleth
preface = p+reface
testaments = t+estaments
cancers = ca+ncers
functioning = f+unctioning
correction = co+rrection
steppes = s+teppes
entrepreneurs = e+ntrepreneurs
treasury = t+reasury
directives = di+rectives
milquetoast = m+ilquetoast
ballyhoo = b+allyhoo
pretense = p+retense
sham = s+ham
proprietorship = p+roprietorship
stimuli = s+timuli
proprietorships = p+roprietorships
legacies = le+gacies
disagreements = dis+agreements
$10,000,000 = $1+0,000,000
clips = c+lips
scare = s+care
radicals = ra+dicals
demagogues = de+magogues
inmate = in+mate
powders = po+wders
falsity = f+alsity
biologists = b+iologists
sociologists = s+ociologists
steprelationship = s+teprelationship
ogress = o+gress
stepmothers = s+tepmothers
stepchild = s+tepchild
vaccine = va+ccine
barnsful = b+arnsful
stereotypes = s+tereotypes
declarations = de+clarations
holds = ho+lds
martyr = ma+rtyr
stimulations = s+timulations
successorship = s+uccessorship
inheritance = in+heritance
simile = s+imile
cleavage = c+leavage
argumentation = a+rgumentation
gambles = ga+mbles
bout = b+out
influenza = in+fluenza
syndicates = s+yndicates
electorate = e+lectorate
utterances = u+tterances
evasions = e+vasions
questioners = que+stioners
immoralities = i+mmoralities
inconsistency = in+consistency
capacities = ca+pacities
recipes = re+cipes
theoriticians = t+heoriticians
absolute = a+bsolute
relativism = re+lativism
disruption = dis+ruption
writhing = w+rithing
determinability = de+terminability
locus = lo+cus
existentialist = e+xistentialist
volition = vo+lition
existent = e+xistent
terminus = t+erminus
emergence = e+mergence
warranty = wa+rranty
inevitabilities = in+evitabilities
dislocation = dis+location
progressivism = p+rogressivism
accretions = a+ccretions
activation = a+ctivation
hopelessness = ho+pelessness
selectivity = s+electivity
reactionary = re+actionary
syndrome = s+yndrome
neurosis = ne+urosis
externalization = e+xternalization
descendant = de+scendant
incest = in+cest
storyteller = s+toryteller
comparisons = co+mparisons
delirium = de+lirium
rocking = ro+cking
undercurrent = un+dercurrent
marvels = ma+rvels
burlesques = b+urlesques
oracle = o+racle
casting = ca+sting
pageantry = pa+geantry
fisherman = f+isherman
tablet = ta+blet
cask = ca+sk
monastery = m+onastery
knight = k+night
suitors = s+uitors
suitor = s+uitor
equilibriums = e+quilibriums
gradations = gra+dations
reproof = re+proof
'thirties = '+thirties
abstractionists = a+bstractionists
abstracts = a+bstracts
coherence = co+herence
cubists = c+ubists
utopia = u+topia
constructions = co+nstructions
heaps = he+aps
frieze = f+rieze
apparition = a+pparition
prams = p+rams
sketchbook = s+ketchbook
sabotage = sa+botage
contingents = co+ntingents
sentry = s+entry
briefcase = b+riefcase
cloak = c+loak
loathing = lo+athing
kiosk = k+iosk
doorways = do+orways
cigarettes = c+igarettes
pomp = po+mp
traditionalist = tra+ditionalist
commercialism = co+mmercialism
crassness = c+rassness
moralist = m+oralist
apologist = a+pologist
intolerance = in+tolerance
regimentation = re+gimentation
pedigree = p+edigree
romancers = ro+mancers
symbolists = s+ymbolists
novelists = no+velists
originality = o+riginality
idealization = i+dealization
apex = a+pex
dynasties = d+ynasties
antecedents = a+ntecedents
narratives = na+rratives
realist = re+alist
robustness = ro+bustness
sharpness = s+harpness
humorists = hu+morists
unfoldment = un+foldment
evolutionists = e+volutionists
confinements = co+nfinements
utopian = u+topian
apologetic = a+pologetic
stack = s+tack
lethargies = le+thargies
decencies = de+cencies
contentions = co+ntentions
volcanos = vo+lcanos
pleasantness = p+leasantness
paperback = pa+perback
plateau = p+lateau
defensiveness = de+fensiveness
badness = b+adness
hearsay = he+arsay
defeatists = de+featists
scoundrels = s+coundrels
genie = g+enie
autocracies = a+utocracies
constitutions = co+nstitutions
ibm = i+bm
contour = co+ntour
gnomon = g+nomon
masts = ma+sts
circularity = c+ircularity
ancients = a+ncients
natures = na+tures
substratum = s+ubstratum
projectile = p+rojectile
embodiments = e+mbodiments
headings = he+adings
deferent = de+ferent
epicycles = e+picycles
infinity = in+finity
longitudes = lo+ngitudes
latitudes = la+titudes
velocities = ve+locities
conjectures = co+njectures
orderings = o+rderings
textbooks = t+extbooks
deferents = de+ferents
resultants = re+sultants
retrogradations = re+trogradations
axioms = a+xioms
epicycle = e+picycle
abberations = a+bberations
hypotheses = h+ypotheses
datum = da+tum
reverberations = re+verberations
geocentricism = g+eocentricism
triplication = tri+plication
monster = m+onster
epitaph = e+pitaph
strands = s+trands
giver = g+iver
demander = de+mander
clearness = c+learness
importunities = i+mportunities
oratorio = o+ratorio
bent = b+ent
founding = f+ounding
disciple = dis+ciple
